featuredisplay,dist20,dist298,store,logseason,dist239,dist231,dist294,displayonly,dist305,id,dist322,dist230,logregprice,dist278,dist242,dist246,dist265,dist12,logvolume,dist237,dist282,dist236,logpriceindex,dist235,dist327,featureonly,lift265
0.0,0.0,0.0,92210.0,-0.00145366,0.0,0.0,0.0,0.0,0.0,1314259992628.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,0.42465611,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.02166068,0.0,0.0,0.0,0.0,0.0,1314259992629.0,0.0,0.0,-0.40845679,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.04278408,0.0,0.0,0.0,0.0,0.0,1314259992630.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.10909512,0.0,0.0,0.0,0.0,0.0,1314259992631.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,-0.04706672,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.00460606,0.0,0.0,0.0,0.0,0.0,1314259992632.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.00565054,0.0,0.0,0.0,0.0,0.0,1314259992633.0,0.0,0.0,-0.20900301,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,-0.14093729,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.05377723,0.0,0.0,0.0,0.0,0.0,1314259992634.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,0.42465611,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.00119752,0.0,0.0,0.0,0.0,0.0,1314259992635.0,0.0,0.0,-0.20900301,0.0,0.0,0.0,0.0,0.0,1.11780329,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.04892321,0.0,0.0,0.0,0.0,0.0,1314259992636.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,-0.04706672,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.00033627,0.0,0.0,0.0,0.0,0.0,1314259992637.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,-0.04706672,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.1020386,0.0,0.0,0.0,0.0,0.0,1314259992638.0,0.0,0.0,-0.20900301,0.0,0.0,0.0,0.0,0.0,0.42465611,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.01208866,0.0,0.0,0.0,0.0,0.0,1314259992639.0,0.0,0.0,-0.20900301,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,-0.14093729,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.02160412,0.0,0.0,0.0,0.0,0.0,1314259992640.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,-0.08104507,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,0.00911925,0.0,0.0,0.0,0.0,0.0,1314259992641.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,92210.0,-0.03595132,0.0,0.0,0.0,0.0,0.0,1314259992642.0,0.0,0.0,0.10370573,0.0,0.0,0.0,0.0,0.0,-0.26849107,0.0,0.0,0.0,0.05851649,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.02859438,0.0,0.0,0.0,0.0,0.0,1314259992643.0,0.0,0.0,-0.06085886,0.0,0.0,0.0,0.0,0.0,0.8096983,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,0.02328445,0.0,0.0,0.0,0.0,0.0,1314259992644.0,0.0,0.0,-0.06085886,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,0.81818182,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.03812266,0.0,0.0,0.0,0.0,0.0,1314259992645.0,0.0,0.0,-0.06085886,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,0.05809099,0.0,0.0,0.0,0.0,0.0,1314259992646.0,0.0,0.0,-0.06085886,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.0146046,0.0,0.0,0.0,0.0,0.0,1314259992647.0,0.0,0.0,0.07303063,0.0,0.0,0.0,0.0,0.0,0.4042332,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,0.02801354,0.0,0.0,0.0,0.0,0.0,1314259992648.0,0.0,0.0,0.07303063,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.0158638,0.0,0.0,0.0,0.0,0.0,1314259992649.0,0.0,0.0,-0.06085886,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.00181387,0.0,0.0,0.0,0.0,0.0,1314259992650.0,0.0,0.0,-0.06085886,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,0.81818182,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.00157678,0.0,0.0,0.0,0.0,0.0,1314259992651.0,0.0,0.0,0.07303063,0.0,0.0,0.0,0.0,0.0,0.4042332,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,0.01401904,0.0,0.0,0.0,0.0,0.0,1314259992652.0,0.0,0.0,0.07303063,0.0,0.0,0.0,0.0,0.0,0.4042332,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38208.0,-0.02283194,0.0,0.0,0.0,0.0,0.0,1314259992653.0,0.0,0.0,0.07303063,0.0,0.0,0.0,0.0,0.0,-0.28891398,0.0,-0.18181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,81959.0,0.05235853,0.0,0.0,0.0,0.0,0.0,1314259992654.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-0.43944492,0.0,0.0,0.0,0.15541149,0.0,0.0,0.0,0.0
0.0,0.0,0.0,81959.0,0.01162068,0.0,0.0,0.0,0.0,0.0,1314259992655.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-0.43944492,0.0,0.0,0.0,0.15541149,0.0,0.0,0.0,0.0
0.0,0.0,0.0,81959.0,0.00288288,0.0,0.0,0.0,0.0,0.0,1314259992656.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.65916737,0.0,0.0,0.0,-0.25129201,0.0,0.0,0.0,0.0
0.0,0.0,0.0,81959.0,-0.06368256,0.0,0.0,0.0,0.0,0.0,1314259992657.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,-0.43944492,0.0,0.0,0.0,0.2610195,0.0,0.0,0.0,0.0
0.0,0.0,0.0,81959.0,-0.00317954,0.0,0.0,0.0,0.0,0.0,1314259992658.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.65916737,0.0,0.0,0.0,-0.32055045,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31173.0,0.02721195,0.0,0.0,0.0,0.0,0.0,1314259992659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49698133,0.0,0.0,0.0,0.11440619,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31173.0,-0.01419915,0.0,0.0,0.0,0.0,0.0,1314259992660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49698133,0.0,0.0,0.0,0.11440619,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31173.0,0.00755698,0.0,0.0,0.0,0.0,0.0,1314259992661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49698133,0.0,0.0,0.0,0.062993,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31173.0,-0.01164182,0.0,0.0,0.0,0.0,0.0,1314259992662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19616585,0.0,0.0,0.0,0.11440619,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31173.0,-0.00892796,0.0,0.0,0.0,0.0,0.0,1314259992663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29477814,0.0,0.0,0.0,-0.40621159,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,0.0338464,0.0,0.0,0.0,0.0,0.0,1314259992664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.00824552,0.0,0.0,0.0,0.0,0.0,1314259992665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.00553166,0.0,0.0,0.0,0.0,0.0,1314259992666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46278515,0.0,0.0,0.0,-0.36324844,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.01080286,0.0,0.0,0.0,0.0,0.0,1314259992667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76963797,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.00524315,0.0,0.0,0.0,0.0,0.0,1314259992668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36417286,0.0,0.0,0.0,-0.00805692,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.01088054,0.0,0.0,0.0,0.0,0.0,1314259992669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,0.05787146,0.0,0.0,0.0,0.0,0.0,1314259992670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,0.04836779,0.0,0.0,0.0,0.0,0.0,1314259992671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.02944895,0.0,0.0,0.0,0.0,0.0,1314259992672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.01793932,0.0,0.0,0.0,0.0,0.0,1314259992673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.04985717,0.0,0.0,0.0,0.0,0.0,1314259992674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36417286,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,-0.03274473,0.0,0.0,0.0,0.0,0.0,1314259992675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,0.04335627,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31174.0,0.03060825,0.0,0.0,0.0,0.0,0.0,1314259992676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32897432,0.0,0.0,0.0,-0.06225738,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,-0.01451585,0.0,0.0,0.0,0.0,0.0,1314259992677.0,0.0,0.0,-0.35480621,0.0,-0.69230769,0.0,0.0,0.0,0.85414661,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,0.00246273,0.0,0.0,0.0,0.0,0.0,1314259992678.0,0.0,0.0,0.15769165,0.0,0.30769231,0.0,0.0,0.0,-0.24446568,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,-0.02108471,0.0,0.0,0.0,0.0,0.0,1314259992679.0,0.0,0.0,0.15769165,0.0,0.30769231,0.0,0.0,0.0,-0.24446568,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,-0.02482416,0.0,0.0,0.0,0.0,0.0,1314259992680.0,0.0,0.0,0.15769165,0.0,0.30769231,0.0,0.0,0.0,-0.24446568,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,-0.01153299,0.0,0.0,0.0,0.0,0.0,1314259992681.0,0.0,0.0,0.15769165,0.0,0.30769231,0.0,0.0,0.0,-0.24446568,0.0,0.0,0.0,-0.8081208,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,0.05055654,0.0,0.0,0.0,0.0,0.0,1314259992682.0,0.0,0.0,0.15769165,0.0,0.30769231,0.0,0.0,0.0,-0.24446568,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,0.00452678,0.0,0.0,0.0,0.0,0.0,1314259992683.0,0.0,0.0,0.15769165,0.0,0.30769231,0.0,0.0,0.0,-0.24446568,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31392.0,0.00390471,0.0,0.0,0.0,0.0,0.0,1314259992684.0,0.0,0.0,-0.35480621,0.0,-0.69230769,0.0,0.0,0.0,0.4486815,0.0,0.0,0.0,0.17689431,0.0,0.0,0.0,0.0
