y,x0,x1,x2,x3,x4,x6,x7
1,1,0.083437954,0.707064869,0,1,1,1
0,1,0.258920143,0.086310597,0,0,1,0
0,1,0.07117172,0.751997668,1,1,1,1
0,1,0.711954473,0.622863468,0,1,1,0
0,1,0.655545127,0.935541381,0,1,1,1
0,1,0.68564873,0.34125535,0,0,0,1
0,1,0.341012656,0.773682433,0,0,0,0
0,1,0.837122437,0.491926857,1,0,1,1
0,1,0.440246352,0.350750569,0,1,1,0
0,1,0.091896067,0.784329234,1,1,1,0
0,1,0.876536487,0.893434461,1,1,0,1
0,1,0.299756419,0.788194803,0,1,1,0
0,1,0.735585093,0.829360277,0,0,0,1
0,1,0.97408347,0.603101651,0,1,0,1
0,1,0.442421779,0.18759894,1,1,1,0
0,1,0.508296105,0.680768476,1,1,0,0
0,1,0.169064108,0.705372816,1,0,1,0
0,1,0.964117625,0.85607355,1,0,0,1
0,1,0.302277688,0.522344185,0,1,1,0
0,1,0.88965203,0.90217585,1,1,0,1
0,1,0.843128123,0.498450111,1,1,1,1
0,1,0.755754742,0.807937396,1,1,1,1
0,1,0.203079677,0.242509618,0,1,0,0
0,1,0.437669772,0.8637527,1,1,1,1
0,1,0.90725256,0.909642538,1,0,0,1
0,1,0.097655911,0.144058673,1,0,1,0
0,1,0.98229106,0.747323899,0,1,0,1
0,1,0.72401987,0.903465179,1,1,0,1
0,1,0.977476954,0.487826556,0,1,0,0
0,1,0.795849527,0.173931653,1,0,1,1
0,1,0.214076587,0.555132912,0,1,1,0
0,1,0.403216286,0.758111868,1,0,1,1
0,1,0.968791903,0.321855415,1,1,0,1
0,1,0.332252549,0.976922096,1,0,1,1
0,1,0.265232345,0.725296478,0,0,0,1
0,1,0.801822746,0.354068301,0,1,1,1
0,1,0.841331266,0.494625838,1,1,0,0
0,1,0.386455671,0.698390906,1,0,0,1
0,1,0.729056463,0.190182865,0,1,1,1
0,1,0.876186377,0.868978985,0,1,1,1
0,1,0.256971652,0.076158251,1,1,0,1
0,1,0.21244956,0.949008323,0,0,0,0
0,1,0.757557871,0.226801835,0,0,0,0
0,1,0.367011121,0.636328996,0,0,0,1
0,1,0.929739235,0.286768803,1,1,1,0
1,1,0.2967847,0.374854786,1,1,1,0
1,1,0.271768156,0.971190778,1,0,1,0
0,1,0.073325166,0.192110387,1,1,0,1
0,1,0.941649574,0.858421559,0,0,0,0
0,1,0.038636214,0.850560753,1,0,0,1
0,1,0.899203755,0.568686814,1,0,1,0
0,1,0.645785611,0.366968286,0,0,1,1
0,1,0.26146957,0.500763024,1,0,0,1
0,1,0.877639204,0.169712822,1,1,1,0
0,1,0.011374803,0.673684743,1,0,1,1
0,1,0.344887367,0.297153607,1,1,1,0
0,1,0.025021106,0.830168762,1,1,0,0
0,1,0.490305174,0.592692672,0,0,0,1
0,1,0.09948019,0.289270933,0,0,0,1
0,1,0.864314931,0.804316192,1,0,0,1
0,1,0.0765099,0.69528235,0,1,0,1
0,1,0.883274521,0.474113393,1,1,0,0
0,1,0.684617599,0.343036585,1,0,1,1
0,1,0.324107598,0.117915937,0,1,0,1
0,1,0.445291898,0.77648375,1,1,1,1
0,1,0.369429811,0.422528705,0,1,1,0
1,1,0.783839441,0.934987607,1,0,0,1
0,1,0.018612842,0.352637558,0,0,1,1
0,1,0.572293989,0.525336844,0,0,1,0
0,1,0.288402466,0.418292071,0,0,0,0
0,1,0.351334997,0.851335473,0,1,1,1
0,1,0.26156211,0.206438488,0,1,0,0
0,1,0.774484775,0.327838054,0,0,1,0
0,1,0.0066708,0.09013234,1,1,0,0
0,1,0.61158209,0.962839391,1,0,1,0
0,1,0.423370847,0.151480601,0,0,0,1
0,1,0.670307136,0.568426365,1,0,1,0
0,1,0.61782008,0.710224127,0,1,0,0
0,1,0.969054055,0.680729902,0,1,0,1
0,1,0.348411994,0.118070528,1,1,1,0
0,1,0.096064149,0.909058162,0,1,0,0
0,1,0.112957515,0.811301819,0,0,0,0
0,1,0.323542048,0.806745386,0,1,0,0
0,1,0.570248061,0.737383302,1,0,0,1
0,1,0.381458162,0.917550315,1,0,1,0
0,1,0.820379156,0.389983039,0,0,0,1
0,1,0.511365428,0.625844841,0,1,0,1
0,1,0.258316612,0.474870854,1,0,0,1
0,1,0.876430906,0.640909074,1,1,1,0
0,1,0.472671556,0.116835708,0,0,1,0
0,1,0.640739077,0.991328534,1,0,0,1
0,1,0.778910361,0.584277685,1,0,0,0
0,1,0.136407239,0.300651552,1,1,1,1
0,1,0.068117988,0.824340258,1,1,0,0
0,1,0.672702681,0.418518092,1,0,0,0
1,1,0.135062368,0.571760201,1,0,1,1
0,1,0.924747267,0.744545665,1,0,0,0
0,1,0.591428256,0.445256087,1,1,0,0
1,1,0.006897356,0.989720098,0,1,1,1
0,1,0.988319712,0.895111174,0,0,0,1
0,1,0.649755625,0.647625504,0,1,0,0
0,1,0.050782249,0.212234947,0,0,0,1
0,1,0.619210064,0.476481913,0,0,1,1
0,1,0.727224421,0.221366651,1,0,0,0
0,1,0.65975863,0.180241561,0,0,1,0
0,1,0.43383365,0.678666554,1,0,0,0
0,1,0.858924653,0.968719199,0,1,1,0
0,1,0.31957434,0.27908517,1,1,1,0
0,1,0.190601177,0.051189798,0,1,1,0
0,1,0.52785649,0.399662118,1,1,0,1
1,1,0.036950892,0.228736838,0,1,1,0
0,1,0.460084761,0.04979572,1,0,0,1
0,1,0.54799149,0.023898756,1,1,0,0
0,1,0.398595953,0.654863734,1,0,1,0
0,1,0.996977324,0.624629089,1,0,1,1
0,1,0.263868921,0.90299798,1,0,0,1
0,1,0.051416053,0.392246874,1,1,1,1
0,1,0.709986714,0.429290681,0,1,0,1
0,1,0.978303052,0.651925098,0,1,0,0
0,1,0.870202823,0.261973363,1,0,1,0
0,1,0.495281676,0.610495673,0,0,1,0
0,1,0.296172136,0.680018474,1,0,1,1
0,1,0.168488465,0.225359973,0,0,1,0
1,1,0.170113194,0.848065671,1,0,1,0
0,1,0.804294407,0.160858442,1,1,0,0
0,1,0.928004027,0.098611181,0,0,0,0
0,1,0.189889813,0.788970325,0,0,0,1
0,1,0.748082128,0.205694468,1,1,1,1
0,1,0.017827979,0.327161643,0,0,0,1
0,1,0.397238618,0.32483861,1,0,0,1
0,1,0.864237754,0.845609443,0,0,0,1
0,1,0.825600232,0.685274589,0,1,1,1
0,1,0.864923315,0.031832255,0,1,0,0
0,1,0.805421658,0.224572405,0,0,1,0
0,1,0.874460825,0.146356827,1,1,0,0
0,1,0.43639194,0.730736041,0,0,0,1
0,1,0.596378575,0.617302352,1,0,1,1
1,1,0.619421204,0.470854028,0,1,0,1
0,1,0.860578049,0.807579987,0,1,1,1
0,1,0.474421241,0.68919706,0,0,1,0
0,1,0.025031991,0.581095793,1,1,1,0
0,1,0.24738607,0.387214176,0,1,1,1
1,1,0.006344273,0.225792206,0,1,1,0
0,1,0.072873038,0.12570988,1,1,0,1
0,1,0.465672703,0.147853106,0,1,1,0
0,1,0.339216514,0.206603937,0,1,0,1
0,1,0.937708033,0.266373766,0,0,0,1
0,1,0.62396703,0.78237261,1,0,0,0
0,1,0.973921508,0.475168359,1,1,1,0
0,1,0.072412763,0.242575186,0,0,1,1
0,1,0.115469906,0.983026321,1,0,1,1
0,1,0.545988338,0.166842451,0,0,1,0
0,1,0.285354651,0.329089317,0,1,1,0
0,1,0.634758984,0.54586775,1,1,1,1
0,1,0.744474998,0.104063017,1,1,1,1
0,1,0.938601972,0.485501889,0,1,1,1
1,1,0.193949714,0.437673222,1,0,0,1
0,1,0.221720332,0.621546841,1,0,0,1
0,1,0.242200479,0.713327965,1,0,0,0
0,1,0.519498428,0.660329147,1,1,1,0
0,1,0.738693025,0.001615269,1,0,1,1
0,1,0.630168622,0.258106423,1,0,0,0
0,1,0.590430161,0.661566928,0,0,1,1
0,1,0.969174919,0.065163691,1,0,1,0
0,1,0.262827165,0.920546889,1,1,1,0
0,1,0.057130352,0.102921544,0,0,0,1
0,1,0.02442098,0.697726103,0,0,0,0
0,1,0.682541248,0.596840087,0,1,0,0
0,1,0.79624472,0.399587022,0,0,0,1
0,1,0.725923078,0.255178778,1,0,1,1
1,1,0.493264815,0.93502982,1,0,1,1
0,1,0.758570147,0.342706935,1,1,1,1
0,1,0.825299316,0.194835645,1,0,0,1
0,1,0.882372638,0.697990867,0,0,1,1
0,1,0.609526392,0.083728325,1,0,0,1
0,1,0.55817527,0.031701594,1,0,0,0
0,1,0.765122371,0.415253203,1,0,0,0
0,1,0.793230128,0.704713569,0,0,0,1
0,1,0.743604932,0.332340759,0,1,1,0
0,1,0.936486234,0.282925518,1,0,1,0
0,1,0.020834629,0.607319432,0,1,0,1
0,1,0.812077614,0.715895991,1,1,1,1
0,1,0.964671919,0.953150362,1,0,0,0
0,1,0.900142324,0.314757844,1,1,1,1
0,1,0.896511917,0.399035132,0,0,1,0
0,1,0.532904105,0.991460304,0,0,0,0
0,1,0.20258096,0.836810024,0,1,0,1
0,1,0.053266433,0.367562299,0,0,1,1
0,1,0.741160915,0.649873625,0,0,1,1
0,1,0.290862769,0.467227076,0,1,1,0
0,1,0.492930515,0.250752161,1,1,1,1
0,1,0.733362062,0.707778271,1,0,1,1
0,1,0.986173089,0.194392549,1,1,1,0
0,1,0.679054007,0.556597931,1,1,1,0
0,1,0.021671255,0.565866007,1,0,1,0
0,1,0.442358869,0.821589171,0,1,0,1
0,1,0.666407568,0.566645416,1,1,0,1
0,1,0.595502043,0.78918385,0,0,1,1
0,1,0.202961864,0.423708684,1,1,0,1
0,1,0.584041574,0.848094288,1,0,1,1
0,1,0.271165633,0.176474384,1,1,0,1
0,1,0.503136392,0.18889573,1,1,1,0
0,1,0.689920346,0.112228747,0,0,1,1
0,1,0.281753194,0.713802959,0,0,1,0
0,1,0.733326174,0.143104998,0,0,0,1
0,1,0.192146332,0.159660492,0,1,0,0
0,1,0.645302853,0.806477367,0,1,1,1
0,1,0.60996568,0.262178416,0,1,1,0
0,1,0.757394159,0.430682963,0,0,0,0
0,1,0.554403856,0.985545755,1,0,1,0
0,1,0.584920566,0.523395996,1,1,1,0
0,1,0.743387517,0.144637547,1,1,1,1
0,1,0.169689876,0.466599567,1,0,1,1
0,1,0.653310187,0.852007912,1,1,0,1
0,1,0.049034445,0.709507505,0,0,0,1
0,1,0.828332751,0.105382934,1,1,0,1
0,1,0.518289739,0.160616766,0,0,1,1
0,1,0.617478074,0.368122434,1,0,1,0
1,1,0.884003145,0.588283053,0,1,0,0
0,1,0.339130447,0.41880309,0,1,0,0
0,1,0.520105599,0.282560259,1,0,0,1
0,1,0.181459595,0.62975833,0,1,1,0
0,1,0.709241098,0.041042744,1,0,0,0
0,1,0.297004875,0.871453763,0,0,1,0
0,1,0.040099472,0.26544202,1,0,1,0
0,1,0.471074136,0.47870113,0,0,0,1
0,1,0.579580356,0.190264599,1,0,1,0
0,1,0.250854577,0.728006141,1,0,0,0
0,1,0.68913839,0.122247459,1,0,0,0
0,1,0.239755835,0.908818697,0,0,0,0
0,1,0.855530154,0.166125541,1,0,0,1
0,1,0.006249316,0.333267036,1,0,1,0
0,1,0.865413795,0.730105182,1,0,0,0
0,1,0.559627664,0.879961428,0,1,0,1
0,1,0.459638384,0.463776772,0,0,0,0
0,1,0.761337849,0.051361275,1,1,1,0
0,1,0.099444493,0.245324164,1,0,1,0
0,1,0.21213832,0.301059254,1,0,1,1
0,1,0.00395788,0.071654264,0,1,0,0
0,1,0.040310208,0.423792864,0,0,0,1
0,1,0.62979837,0.410303094,1,1,0,1
0,1,0.025725164,0.504318326,0,1,1,0
0,1,0.075019266,0.504650107,1,1,1,0
0,1,0.974679115,0.76953843,0,1,0,0
0,1,0.581442419,0.287769848,1,0,1,1
0,1,0.647633948,0.069564814,1,0,0,1
0,1,0.384313437,0.674526932,1,1,1,0
0,1,0.869710032,0.63696034,1,1,1,0
0,1,0.396103009,0.670837622,0,1,0,0
0,1,0.944779322,0.018296902,1,0,0,1
0,1,0.827733431,0.646129993,0,0,0,0
0,1,0.833908122,0.497269288,1,1,0,0
0,1,0.662297058,0.261570812,1,1,0,0
0,1,0.085417018,0.351249754,0,0,0,0
0,1,0.892997675,0.501501705,1,0,0,0
0,1,0.860604021,0.483164218,1,1,1,0
0,1,0.098030555,0.070794067,0,1,1,1
0,1,0.617786938,0.247529986,1,1,0,1
0,1,0.877142251,0.103093266,0,0,1,0
0,1,0.836498996,0.437162651,1,1,1,1
0,1,0.190332025,0.337615475,1,1,0,0
0,1,0.61437475,0.727361565,0,0,0,1
0,1,0.744963048,0.33482863,1,0,1,0
0,1,0.80799847,0.727125398,1,0,1,1
0,1,0.964118185,0.12643836,1,1,1,0
0,1,0.258900547,0.637819088,0,1,1,1
0,1,0.238689851,0.702374678,1,1,0,0
0,1,0.237230873,0.620114035,1,0,0,1
0,1,0.96922944,0.026553162,1,1,0,0
0,1,0.706230243,0.037529624,0,0,1,1
0,1,0.266920143,0.169184343,1,1,1,0
1,1,0.006027316,0.788205143,0,1,1,0
0,1,0.548749024,0.85133819,1,0,1,1
0,1,0.410490849,0.981703884,1,0,0,1
0,1,0.457589742,0.027608426,0,1,1,1
0,1,0.619011695,0.357400654,0,1,0,0
0,1,0.642253823,0.738010522,0,0,1,1
0,1,0.852499204,0.703111636,1,0,1,1
0,1,0.240603871,0.807702317,1,1,0,1
0,1,0.775791674,0.109634174,0,1,0,1
0,1,0.466997989,0.729425523,0,0,1,1
0,1,0.971805459,0.100116064,0,1,0,1
0,1,0.883629998,0.433002137,0,0,1,1
0,1,0.592852487,0.347135035,1,0,1,0
0,1,0.352560302,0.968135244,1,0,1,0
0,1,0.524143577,0.278155674,0,1,0,0
0,1,0.741513578,0.507782332,1,1,0,0
0,1,0.14364334,0.463786542,1,0,1,1
0,1,0.960469753,0.240255635,0,0,0,1
0,1,0.503840947,0.050557534,0,0,1,1
0,1,0.432914315,0.705993545,1,1,0,0
0,1,0.847049444,0.844550861,1,1,1,1
0,1,0.574417755,0.504932156,1,0,1,0
0,1,0.975607906,0.364746201,0,1,0,0
0,1,0.672291505,0.647411294,1,0,0,1
0,1,0.545906772,0.172793425,0,0,0,1
0,1,0.392770364,0.024916254,1,0,1,1
0,1,0.55459161,0.299747048,0,1,1,0
1,1,0.129654784,0.79844998,0,1,0,1
0,1,0.562569777,0.613506248,0,1,1,1
0,1,0.08278567,0.833553179,0,1,1,1
0,1,0.241559671,0.699111052,1,1,1,1
0,1,0.089151587,0.537809105,0,0,1,0
0,1,0.399595533,0.642894165,1,0,0,0
0,1,0.818675071,0.648058893,0,1,1,1
0,1,0.965183035,0.460790306,0,1,1,0
0,1,0.888238371,0.587941124,0,1,1,1
0,1,0.363710421,0.148496563,1,0,0,0
0,1,0.720667068,0.175389322,0,0,1,0
0,1,0.208912536,0.243523648,0,0,1,0
0,1,0.780532088,0.79249107,0,0,1,0
0,1,0.477477643,0.757481897,0,0,1,0
0,1,0.572546787,0.546971981,0,0,0,0
0,1,0.572177781,0.687185003,0,1,0,0
0,1,0.106294637,0.172271638,1,1,0,0
0,1,0.710870776,0.139472004,1,0,1,1
0,1,0.511495867,0.644856937,1,0,1,1
0,1,0.551899872,0.923125432,1,1,1,0
0,1,0.684950304,0.511915823,0,1,1,1
0,1,0.042310068,0.2239841,0,1,1,1
0,1,0.42019759,0.597945693,1,0,0,0
0,1,0.035968504,0.639182121,0,0,1,0
0,1,0.315594804,0.69831578,0,1,0,0
0,1,0.291944924,0.981035438,1,1,1,0
0,1,0.836938184,0.825258255,1,0,1,1
0,1,0.316124083,0.905385743,0,0,1,1
0,1,0.284020892,0.305081209,1,0,0,1
0,1,0.469915388,0.713791951,0,0,1,1
0,1,0.184424531,0.820490383,1,1,1,1
0,1,0.614844412,0.201470661,1,1,0,1
0,1,0.937334805,0.397020085,0,1,0,0
0,1,0.328713783,0.177543973,0,1,0,1
0,1,0.963269717,0.470635753,0,0,0,1
0,1,0.218361627,0.998034655,0,0,1,1
0,1,0.190103927,0.685597606,1,1,1,0
0,1,0.24648908,0.003429973,1,0,0,0
0,1,0.64622514,0.522417914,1,1,1,0
0,1,0.344113768,0.626234377,1,0,1,0
0,1,0.169458328,0.768805525,1,0,1,1
0,1,0.9797313,0.29541607,0,1,0,0
0,1,0.237336751,0.891509123,1,0,1,1
0,1,0.293773962,0.861508564,1,0,0,1
0,1,0.366879374,0.827344982,0,1,1,1
0,1,0.740202173,0.070779952,1,0,1,1
0,1,0.592505477,0.854304502,0,1,1,1
0,1,0.307068977,0.034301191,0,0,0,0
0,1,0.44199173,0.675622051,0,0,0,0
0,1,0.891069494,0.401440196,0,1,0,1
0,1,0.052441091,0.736089746,0,1,1,0
0,1,0.203259961,0.572784844,0,0,1,1
0,1,0.07694114,0.864930521,1,1,1,1
0,1,0.993821136,0.388365996,0,0,1,1
0,1,0.09375343,0.182820486,0,1,0,0
0,1,0.981203103,0.668855529,1,1,1,1
0,1,0.686589283,0.860025791,1,1,1,1
0,1,0.831882683,0.288752041,0,0,1,1
0,1,0.190917321,0.168088194,1,1,0,0
0,1,0.363923939,0.73808514,1,1,1,1
0,1,0.317539295,0.787435317,0,1,1,1
0,1,0.422649878,0.543784607,1,1,1,1
0,1,0.408655795,0.587979905,0,1,0,0
0,1,0.886942666,0.888523768,0,0,0,0
0,1,0.978003296,0.525737318,1,1,0,1
0,1,0.532155844,0.009412152,1,1,0,0
0,1,0.125972365,0.532459112,0,0,0,1
0,1,0.491141107,0.016297814,1,0,0,0
0,1,0.563566107,0.940514832,0,1,1,0
0,1,0.477468931,0.400348371,1,1,1,1
0,1,0.61738509,0.792559127,0,0,0,0
0,1,0.670613981,0.512294295,0,1,0,0
0,1,0.556476569,0.371258905,1,0,0,1
0,1,0.127683389,0.558141803,0,0,0,1
0,1,0.677106931,0.727382847,0,0,0,1
0,1,0.605999741,0.126737922,1,1,0,1
0,1,0.731082631,0.766134428,0,0,1,1
0,1,0.759287511,0.791307265,0,1,0,0
0,1,0.815600137,0.038544696,0,1,1,1
0,1,0.742109659,0.526780178,0,1,0,0
0,1,0.010729464,0.546563298,1,0,1,1
0,1,0.913547175,0.04670172,1,1,1,1
0,1,0.562585421,0.145811059,0,1,1,1
0,1,0.237244641,0.179679407,0,0,0,0
0,1,0.195690445,0.652146329,0,0,0,0
0,1,0.160102324,0.273049922,1,0,0,1
0,1,0.267113493,0.777938225,1,1,0,1
0,1,0.076292058,0.036533386,0,0,1,0
0,1,0.39714237,0.747607995,1,0,1,0
0,1,0.567548332,0.404222566,1,1,0,1
0,1,0.667477131,0.223994624,0,0,1,0
0,1,0.894514682,0.635553907,0,1,1,1
0,1,0.114050742,0.288247856,1,1,1,0
0,1,0.301153058,0.11861181,1,0,1,0
0,1,0.556285266,0.048020699,0,1,1,0
0,1,0.307450656,0.029826258,0,0,0,1
0,1,0.629843525,0.988464107,1,0,1,0
0,1,0.359543057,0.910645361,0,1,1,0
0,1,0.83356383,0.370599766,0,1,0,0
0,1,0.333359672,0.423340292,0,1,1,1
0,1,0.515189257,0.004924465,0,1,0,0
0,1,0.402502328,0.692503117,0,0,0,0
0,1,0.744542801,0.70264091,0,1,0,0
0,1,0.10430145,0.680146529,1,0,0,1
0,1,0.869282032,0.377735085,0,0,1,1
0,1,0.769967792,0.98398287,0,1,0,0
0,1,0.146059968,0.897838764,1,1,0,1
0,1,0.290617285,0.09913644,0,1,1,1
0,1,0.949576614,0.879771672,1,0,0,1
0,1,0.544593795,0.810915101,1,1,0,0
0,1,0.737855437,0.744376744,1,0,1,1
0,1,0.402295427,0.916043804,1,1,0,0
0,1,0.104802965,0.866535301,1,0,1,0
0,1,0.438156043,0.432211123,0,0,1,1
0,1,0.584639055,0.721145065,0,0,1,0
0,1,0.81706202,0.831452857,0,1,0,0
0,1,0.758505013,0.358084789,1,0,1,0
0,1,0.22965001,0.677631915,1,0,0,0
0,1,0.356664474,0.625413595,0,1,0,0
0,1,0.774186501,0.148195351,1,0,1,0
0,1,0.145099853,0.871816912,0,0,1,1
1,1,0.85862217,0.957659672,1,1,0,1
0,1,0.668497243,0.495469861,0,0,0,1
0,1,0.618598622,0.50219029,1,0,0,0
0,1,0.151400277,0.216615665,0,0,1,1
0,1,0.727275157,0.302723012,1,0,0,0
0,1,0.266497597,0.834225101,1,1,0,1
0,1,0.171908114,0.744803627,1,1,1,1
0,1,0.375275362,0.583440182,1,1,0,1
0,1,0.161042242,0.508222227,1,0,0,0
0,1,0.167224544,0.980652574,0,0,1,1
0,1,0.622191241,0.481056311,0,1,0,1
1,1,0.128147063,0.718898821,1,0,1,1
0,1,0.535273558,0.796233846,0,0,1,1
0,1,0.34644551,0.87305623,0,1,0,1
0,1,0.280084817,0.621888815,0,1,0,0
0,1,0.489627098,0.338758194,1,1,1,0
0,1,0.988520032,0.296699519,1,0,1,0
1,1,0.569079208,0.027960987,1,0,0,1
0,1,0.176440024,0.724502895,0,0,0,1
0,1,0.195655133,0.528357755,1,1,1,0
0,1,0.967498489,0.647168057,0,1,0,1
0,1,0.290102222,0.705595586,0,0,0,1
0,1,0.49994078,0.84136211,0,0,1,1
0,1,0.85938365,0.047278732,1,0,0,1
0,1,0.901542245,0.564392973,1,0,1,1
0,1,0.372723705,0.043545069,1,0,0,1
0,1,0.446791228,0.295205946,0,1,0,0
0,1,0.079176518,0.240288221,1,1,1,0
0,1,0.886233685,0.952879517,1,1,0,1
0,1,0.64743468,0.064652995,0,1,0,0
0,1,0.177635385,0.038400267,1,0,0,0
0,1,0.494491484,0.413029627,0,1,0,1
0,1,0.62396954,0.161997361,0,1,1,1
0,1,0.587101244,0.917745919,1,1,0,1
0,1,0.246857789,0.539863219,1,1,0,1
0,1,0.606387574,0.760332572,1,0,0,0
0,1,0.804732018,0.123399913,1,1,1,1
0,1,0.277268346,0.352522393,0,1,0,1
0,1,0.853288582,0.260378094,0,1,0,1
0,1,0.365979235,0.763089522,0,1,0,1
0,1,0.601428666,0.797388154,1,0,1,0
0,1,0.326221464,0.114006176,1,1,1,1
0,1,0.615679823,0.594650635,1,0,1,0
0,1,0.883755033,0.819716704,0,1,1,1
0,1,0.550737381,0.580532608,0,0,0,1
0,1,0.289226538,0.815563672,1,1,0,0
