y,x0,x1,x2,x3
7.089423687,1,0.530430985,0.932396108,0.731287563
1.584162981,1,0.386451102,0.625211265,0.286192739
0.979163883,1,0.714878491,0.358705773,0.695054065
9.80956304,1,0.024545826,0.973484817,0.114896374
1.354058944,1,0.096752291,0.894386021,0.760147175
9.604022037,1,0.161302787,0.682183904,0.172453722
9.448400974,1,0.637667063,0.826941656,0.292423999
2.718656303,1,0.142342299,0.570510803,0.685644845
7.626569936,1,0.498781724,0.123390098,0.549241319
6.343769823,1,0.731291106,0.386535084,0.195938006
4.235415446,1,0.694767269,0.950195139,0.039238433
3.25713028,1,0.726873934,0.641425504,0.813383884
2.669298431,1,0.155179359,0.855329652,0.37024113
2.869558243,1,0.840882571,0.920996414,0.940522288
1.77556084,1,0.433609419,0.732564315,0.750618988
5.134324959,1,0.423627651,0.309594922,0.045555794
5.712251766,1,0.029473065,0.975396249,0.922004774
1.418533502,1,0.657587527,0.281478663,0.710981037
4.54862895,1,0.308542595,0.351594834,0.473391849
4.101910412,1,0.44271946,0.94596144,0.157304482
4.074097597,1,0.763600836,0.209494869,0.8469798
3.849596779,1,0.384418967,0.843599915,0.244495952
1.963363044,1,0.342700436,0.024403569,0.422455743
6.950708695,1,0.706552507,0.618767986,0.403940901
4.001869856,1,0.20535069,0.761150668,0.858792675
6.536004759,1,0.903500821,0.701086383,0.832039489
7.786063882,1,0.447261733,0.11289699,0.413288991
7.123126224,1,0.136665847,0.537159028,0.122331311
6.873459105,1,0.426880863,0.395999263,0.928475791
5.180500192,1,0.0560965,0.624167822,0.645865049
9.168690034,1,0.220195391,0.891284279,0.352070292
1.993243764,1,0.783873321,0.654683729,0.691783625
7.357182622,1,0.778937146,0.634431389,0.705160108
1.432568671,1,0.597537408,0.426095359,0.553671841
5.316313251,1,0.183477959,0.484504617,0.533955647
8.773166468,1,0.752404,0.480258854,0.683006482
8.005669332,1,0.186303246,0.460236308,0.466992997
5.125142977,1,0.439799083,0.201451317,0.936561003
1.668176828,1,0.297515392,0.625862955,0.705433498
3.615762529,1,0.650120134,0.892605705,0.192807052
9.85085252,1,0.704986398,0.21760327,0.43643783
8.793465127,1,0.371712564,0.093207196,0.414838613
1.605658214,1,0.746117686,0.039363981,0.335120082
8.644857016,1,0.507515537,0.269062417,0.782252506
9.290487575,1,0.922841792,0.841716549,0.25399542
9.62768156,1,0.291098318,0.556523875,0.140231605
6.222126976,1,0.525131574,0.261457452,0.275785696
2.870141495,1,0.31271174,0.58840141,0.1501754
2.033667387,1,0.331974102,0.042740579,0.03474472
1.6231869,1,0.359530231,0.51047572,0.179076118
4.672334946,1,0.245246085,0.8974558,0.59135486
5.975370456,1,0.979906721,0.181185429,0.744048391
8.921665594,1,0.201514868,0.005245126,0.302545298
4.423084774,1,0.313406746,0.972735412,0.978829216
1.972121417,1,0.344223329,0.256538906,0.591977075
0.450493559,1,0.10344387,0.519314616,0.453783526
6.228754012,1,0.872756771,0.699133351,0.209231433
9.595918055,1,0.375043355,0.442373826,0.385754507
2.146037137,1,0.395115836,0.953070759,0.64429913
9.608836081,1,0.253652416,0.814973631,0.177041077
1.387379091,1,0.957426209,0.555654228,0.281539808
0.966720377,1,0.995483524,0.749100003,0.73865443
1.283384561,1,0.315800395,0.317887001,0.07448648
7.00640049,1,0.991573364,0.997750913,0.601714592
3.392458351,1,0.213533248,0.618170642,0.026953594
9.708688521,1,0.974808474,0.727132368,0.660411732
0.635210439,1,0.07466224,0.558658968,0.433105176
6.963449877,1,0.927781011,0.562181181,0.883918147
2.780910876,1,0.801880021,0.3011129,0.394370923
8.644873863,1,0.906948357,0.080165542,0.748576487
2.107651761,1,0.993392618,0.038765528,0.17287349
9.448480465,1,0.426469135,0.004658181,0.954497065
3.04435931,1,0.041357967,0.570195537,0.25053856
0.143705679,1,0.350807312,0.403582426,0.097894416
8.896358217,1,0.255119866,0.173578417,0.08491428
7.272214189,1,0.217855987,0.027369209,0.100467194
5.076538946,1,0.140797658,0.363340051,0.667634926
4.532605058,1,0.416002858,0.207429479,0.524530716
3.041436608,1,0.853129695,0.42730881,0.015355426
1.542778319,1,0.197858858,0.70231675,0.058412271
9.663353069,1,0.775999513,0.555437295,0.928263062
9.482349126,1,0.072150429,0.002645524,0.58746781
5.242939299,1,0.422210533,0.963123986,0.195895448
9.485501162,1,0.262757454,0.121659528,0.350537353
6.773301776,1,0.532574655,0.462837676,0.829555989
6.683634369,1,0.068422667,0.96646388,0.517219775
3.610693151,1,0.002437163,0.939620426,0.094545779
9.095953284,1,0.74793206,0.572480603,0.923682197
9.603047879,1,0.071090273,0.104786899,0.255729936
0.502277375,1,0.563083341,0.11819421,0.763769221
7.905913826,1,0.08950513,0.737535043,0.08998097
4.404901488,1,0.153794783,0.145744696,0.572299809
2.036856369,1,0.006402514,0.954682302,0.940480712
3.90474435,1,0.079270469,0.837645267,0.322666338
6.001055891,1,0.111705101,0.10401877,0.966251703
0.011143572,1,0.009418192,0.980407046,0.048281923
7.504045078,1,0.316662035,0.218297947,0.978436771
5.025288124,1,0.327002869,0.332780111,0.025507345
6.731538906,1,0.796501686,0.93195109,0.684888227
8.728631143,1,0.917897756,0.035961583,0.511762303
9.590009411,1,0.53951261,0.890506102,0.582236095
8.643826207,1,0.340544834,0.353803434,0.463228341
1.646690545,1,0.691893048,0.532579861,0.738312238
3.831197129,1,0.410639931,0.328290885,0.45462004
8.339348426,1,0.756165942,0.018170415,0.114202026
1.076088282,1,0.02453226,0.307658932,0.803455614
7.302352315,1,0.153343284,0.788396,0.632059204
5.77370954,1,0.635591849,0.003565452,0.154973128
3.487388834,1,0.863106508,0.311448358,0.407961582
1.870382554,1,0.369768611,0.568075634,0.037395292
5.811225406,1,0.533763106,0.405424126,0.290969276
7.813274381,1,0.514715247,0.722393012,0.739855949
2.197299564,1,0.408239974,0.064939448,0.435324894
6.25303888,1,0.674099473,0.752168325,0.55481483
9.634936253,1,0.09263592,0.014960504,0.782282071
6.324027745,1,0.252570519,0.023602771,0.20117661
7.118554547,1,0.972624735,0.356880868,0.477632727
8.370227685,1,0.860901848,0.954062757,0.92288843
3.324966536,1,0.170226743,0.795505719,0.90047944
4.568578812,1,0.284655896,0.585091709,0.257953227
0.06853379,1,0.622481994,0.892677578,0.856341172
0.495091798,1,0.72421636,0.473800248,0.385329572
6.610483973,1,0.207397442,0.812457714,0.461903601
1.787656823,1,0.567029797,0.780900541,0.840924763
1.228700609,1,0.201292318,0.839855214,0.142003436
5.020832946,1,0.955151483,0.707355651,0.265031833
8.338246682,1,0.444790636,0.990135838,0.471542978
4.507010993,1,0.140377017,0.810039058,0.54885804
5.206755479,1,0.114788315,0.400040798,0.744978903
1.813682771,1,0.971285618,0.750524836,0.687798802
0.763250492,1,0.157318726,0.55766809,0.556671756
1.246092285,1,0.820555531,0.442777606,0.243379279
6.790030616,1,0.168094421,0.841015921,0.002057558
9.842072233,1,0.975090024,0.608182788,0.307483278
6.657634895,1,0.657776692,0.196819543,0.234235046
4.22614936,1,0.25100491,0.858646219,0.80008886
0.735545181,1,0.002987173,0.367741484,0.450432802
6.180826741,1,0.675107763,0.761314824,0.21775452
6.371710647,1,0.222112286,0.50420655,0.082490474
4.243757003,1,0.85400437,0.480844773,0.676435638
1.833838458,1,0.363292996,0.98184782,0.054758559
3.987970191,1,0.008620491,0.041807049,0.200077768
9.83181012,1,0.004143081,0.127173242,0.583279696
4.415422418,1,0.46982655,0.419753364,0.465262038
8.222680158,1,0.49333527,0.523278113,0.625673946
9.70849412,1,0.451582271,0.102625412,0.534754462
8.865276205,1,0.901612093,0.049704653,0.002215896
7.634419714,1,0.51802411,0.081106646,0.023446329
1.067765523,1,0.864750185,0.957997421,0.866579549
0.713887507,1,0.97259017,0.637065758,0.975789497
7.893615641,1,0.835450791,0.3878841,0.942602385
6.333032538,1,0.914490184,0.063128336,0.706520042
0.90773203,1,0.249727275,0.90154052,0.860356098
3.756116733,1,0.852952051,0.302175158,0.457332098
1.556229646,1,0.887688363,0.259342927,0.442837927
1.734454654,1,0.903581412,0.257937332,0.673772395
9.080380572,1,0.530710489,0.143713244,0.823385679
2.217697539,1,0.038183075,0.1885609,0.850075737
8.093358764,1,0.376892835,0.095130116,0.64053511
1.343246678,1,0.466889405,0.623936992,0.995689067
5.332528719,1,0.44091398,0.838023179,0.96434329
8.589611011,1,0.486119235,0.90524715,0.291717218
4.616634667,1,0.29316171,0.013785489,0.292226537
2.242882519,1,0.713951595,0.591624319,0.396691204
1.163096389,1,0.124486071,0.359107322,0.586703903
1.714804884,1,0.764201295,0.652957967,0.254478945
2.27325206,1,0.154668336,0.24080006,0.886034904
6.2239627,1,0.119315713,0.086203972,0.973287382
0.333734643,1,0.023592916,0.632765852,0.443472442
2.46902039,1,0.549135649,0.185890234,0.987570169
9.386654473,1,0.099082702,0.124050582,0.453206822
4.494182804,1,0.893674007,0.107195421,0.731645467
8.55127808,1,0.16892775,0.502324406,0.538997946
5.659224765,1,0.600207328,0.86651755,0.508316971
0.847842145,1,0.193092729,0.849542418,0.979710518
8.264316532,1,0.976286835,0.279309753,0.840579459
6.392751172,1,0.053927016,0.661002264,0.234803605
5.141255763,1,0.529904243,0.410718295,0.496379423
8.444203882,1,0.186287052,0.636600443,0.193730428
8.836869365,1,0.662950146,0.43137576,0.008007552
8.198746968,1,0.92186022,0.165787198,0.100095789
5.399925496,1,0.075450139,0.097776543,0.012087323
6.123639958,1,0.254687587,0.747844409,0.264412274
3.303674432,1,0.836062264,0.191540029,0.614554558
5.335748504,1,0.527754658,0.166850312,0.633070765
0.883294233,1,0.50856365,0.538897581,0.728166534
5.758576648,1,0.156936743,0.538747469,0.042565096
0.128219186,1,0.862449477,0.463630964,0.102950267
4.219209898,1,0.663291478,0.152124332,0.709886935
3.326544729,1,0.511516066,0.893973213,0.645654391
2.640129158,1,0.027484075,0.663350656,0.838042212
2.445221859,1,0.440648476,0.876222766,0.61308801
4.070192521,1,0.869428708,0.157552272,0.137671605
4.554587322,1,0.572331505,0.601603766,0.534332404
1.761254882,1,0.003789917,0.960203047,0.103550927
2.549947162,1,0.242815377,0.752150182,0.055575588
3.403212144,1,0.017727894,0.104981871,0.015706526
9.327527086,1,0.095287182,0.936931285,0.461076051
4.334593287,1,0.771279567,0.511101926,0.249403639
8.345242154,1,0.311602618,0.765295485,0.430739542
7.957714498,1,0.628374897,0.882994634,0.173662428
5.913664296,1,0.597984354,0.217799927,0.591127843
0.694677168,1,0.747594225,0.418781483,0.388577576
0.907446377,1,0.780197577,0.958710878,0.310138684
4.378527624,1,0.556593414,0.881217982,0.524551152
5.959360247,1,0.009007457,0.916456325,0.072300072
0.800384141,1,0.685738142,0.387038805,0.043343647
7.737423607,1,0.862443529,0.584794877,0.519673556
0.220891435,1,0.585810086,0.628115942,0.186627439
2.419893191,1,0.860946137,0.857513158,0.620495544
6.893914471,1,0.494121453,0.43608051,0.092956345
3.968311794,1,0.245066501,0.178650533,0.213284263
4.700083107,1,0.694821704,0.713399216,0.45232481
3.706926896,1,0.012382446,0.136965239,0.605390852
9.449345581,1,0.574892338,0.65014927,0.208287472
0.110399061,1,0.510751754,0.876503291,0.209597516
5.786529684,1,0.932923029,0.793615124,0.417815211
3.631425678,1,0.105059615,0.73721216,0.266290024
3.793460409,1,0.567959105,0.285439225,0.069360936
2.005941412,1,0.379818484,0.095665873,0.857600478
0.766831588,1,0.602250827,0.066557331,0.62314923
2.941665558,1,0.514696959,0.717110441,0.653060676
7.479707672,1,0.853080798,0.611699043,0.110852919
0.886665312,1,0.593840712,0.378613176,0.787049232
0.008506961,1,0.368191781,0.194924209,0.846484151
7.36990848,1,0.897601154,0.757607239,0.985707139
2.006910138,1,0.766414149,0.571411312,0.7446501
6.309067305,1,0.135280282,0.010212421,0.322169485
0.051863234,1,0.555626071,0.926548046,0.594281566
9.379218482,1,0.071944377,0.102914642,0.834845918
8.462790278,1,0.468987926,0.757368275,0.502193725
5.871772853,1,0.871363856,0.893022367,0.18777652
0.709870429,1,0.857114814,0.68736235,0.699048917
0.182273314,1,0.800753642,0.828451915,0.502501399
1.296407139,1,0.357933274,0.83004682,0.761088777
0.417293882,1,0.444124346,0.765154154,0.380970502
1.002023499,1,0.798453715,0.145853034,0.5168981
8.329850517,1,0.339575057,0.542145108,0.659011293
6.881672168,1,0.496618131,0.763942004,0.968752419
6.118398421,1,0.019220446,0.74182769,0.606901054
4.12551059,1,0.270594425,0.617770721,0.182118806
0.188709494,1,0.635218,0.511851458,0.162424233
2.187546846,1,0.528313415,0.841003282,0.150320185
5.911105223,1,0.394137013,0.449248903,0.297763121
4.581740829,1,0.180252161,0.349532517,0.327063812
4.833505447,1,0.582667757,0.483877715,0.026926095
2.070245737,1,0.046032511,0.70477837,0.527731637
9.519470084,1,0.57344428,0.742134197,0.146433129
0.991297322,1,0.339340683,0.686149508,0.444845911
9.168391333,1,0.526798852,0.798360155,0.419877225
0.08760621,1,0.323405761,0.872916922,0.774150819
0.031328766,1,0.849155126,0.001694891,0.179109713
3.499152958,1,0.81526654,0.844644624,0.73344958
1.234835048,1,0.564732357,0.094368027,0.599815007
7.93172629,1,0.438149183,0.10712646,0.762094016
1.870229959,1,0.28537629,0.089688917,0.270734578
3.423399246,1,0.141842565,0.813845838,0.767307832
9.709832642,1,0.903244366,0.962608472,0.215600197
5.145601018,1,0.079796305,0.397140389,0.299386839
4.129658345,1,0.460377013,0.496317119,0.940732783
3.209237573,1,0.376332281,0.801928395,0.003232762
1.877446837,1,0.916511252,0.877931861,0.898791748
9.320860232,1,0.740015813,0.863848849,0.618048778
1.636722188,1,0.447389993,0.085748405,0.555913002
3.392016033,1,0.849480417,0.439471696,0.173348501
2.40390078,1,0.155998568,0.990454232,0.321334435
8.452671081,1,0.289474297,0.989272905,0.495677501
4.320257682,1,0.022351137,0.208742799,0.464886724
4.168195691,1,0.637780603,0.469054111,0.627372431
1.272505991,1,0.436438127,0.035555731,0.812728449
2.946027313,1,0.284227177,0.290002217,0.933485819
4.24718259,1,0.28847497,0.601289886,0.655851382
3.975345712,1,0.438213386,0.118897683,0.810139054
4.620155361,1,0.755595381,0.466098874,0.679418727
7.551559699,1,0.401894475,0.260310456,0.946916667
7.235139023,1,0.112420534,0.10457565,0.323924579
5.283626431,1,0.465283815,0.395923486,0.978535383
5.635101687,1,0.770368309,0.871270064,0.452992939
2.426518018,1,0.749684856,0.719896278,0.155084799
8.113512427,1,0.700467428,0.893163493,0.291242414
4.339492323,1,0.204062101,0.955281189,0.38430518
9.261242186,1,0.869926361,0.707513985,0.686691937
0.655163255,1,0.457344407,0.606173532,0.395444969
0.724027355,1,0.674926562,0.133040117,0.513444491
2.064523257,1,0.609341139,0.167476334,0.558703243
9.941628745,1,0.466594948,0.284006805,0.958378184
3.191657109,1,0.407552903,0.098454927,0.352516449
5.927524763,1,0.358843556,0.921490825,0.023168516
3.426116194,1,0.585850124,0.391526609,0.042004566
6.2934595,1,0.536091519,0.364224819,0.391343989
9.02243294,1,0.68579793,0.804010881,0.770153881
8.918770745,1,0.7949053,0.086158862,0.899843368
3.978965971,1,0.156056141,0.853760062,0.886635628
3.478138676,1,0.776985066,0.570424776,0.014935727
4.357471512,1,0.708352836,0.883890688,0.808840068
6.319940117,1,0.575598232,0.467347245,0.681408438
0.199317111,1,0.352103925,0.988490509,0.221728972
9.029330435,1,0.896019478,0.344867415,0.338797818
4.713930112,1,0.526173087,0.427509996,0.860071836
5.311295735,1,0.612334003,0.283686108,0.567790687
0.099510368,1,0.544477431,0.208500088,0.492254333
2.681120638,1,0.95997473,0.211047317,0.125715844
6.004314396,1,0.643427837,0.415197634,0.354507904
2.733158106,1,0.48758355,0.844282294,0.680159829
4.212701405,1,0.581730144,0.490053516,0.311885072
7.717862817,1,0.211215078,0.490461636,0.422888864
0.014677185,1,0.44179145,0.693239292,0.837168417
9.533593988,1,0.161165155,0.989106318,0.735110955
1.963285465,1,0.360611993,0.296720049,0.772424667
5.784626415,1,0.125231252,0.304325292,0.525739609
0.606851234,1,0.992544068,0.970492364,0.780822739
7.596338764,1,0.522630906,0.962866856,0.474868616
7.246886778,1,0.309902621,0.10086071,0.599706853
5.236473883,1,0.256353706,0.831112464,0.791970891
5.212388673,1,0.57842904,0.612490343,0.179093822
8.464914164,1,0.585759886,0.146514617,0.198649194
1.461584358,1,0.874843089,0.576697687,0.215961568
3.355185301,1,0.788514215,0.6353408,0.823697249
9.842464764,1,0.784423343,0.032289308,0.546888545
2.511980804,1,0.601480968,0.879323455,0.492766433
5.953068467,1,0.949311474,0.232471579,0.294145772
9.389820725,1,0.891767226,0.418890353,0.766795548
0.216008817,1,0.297131748,0.10037785,0.002269279
0.844303285,1,0.413071687,0.332630885,0.812842848
2.382220614,1,0.441617247,0.328064577,0.412854486
2.329649032,1,0.506123393,0.91461195,0.260102695
9.533923873,1,0.279500924,0.771170099,0.78168889
1.254626656,1,0.271222849,0.574032731,0.572206371
8.424747614,1,0.891444781,0.99661586,0.470814814
0.467211418,1,0.173520163,0.964734443,0.979281642
1.199468947,1,0.327636248,0.131765613,0.583782609
6.252224322,1,0.144361674,0.331117656,0.71880024
0.406011623,1,0.049551519,0.802593458,0.321470089
0.684589598,1,0.946020911,0.993927859,0.609486128
8.640969295,1,0.14191314,0.177653013,0.071532493
4.397468085,1,0.716220588,0.055663225,0.849734918
0.696926737,1,0.417237977,0.35681702,0.25124065
3.61657482,1,0.224618214,0.975869275,0.7106558
2.033011354,1,0.63879518,0.303233855,0.424992683
7.492991153,1,0.482973022,0.67862953,0.041101503
6.501322522,1,0.824838763,0.689379868,0.320232322
0.230104129,1,0.696649692,0.324692783,0.709412028
9.240981624,1,0.008398224,0.465482693,0.187164471
4.806669999,1,0.554948678,0.283758582,0.624570083
7.541526117,1,0.20939532,0.583411014,0.486854021
0.974573678,1,0.52586908,0.175244596,0.40472653
2.557531297,1,0.332098233,0.750672938,0.405029199
5.935703314,1,0.675312985,0.646372567,0.350511477
3.221052582,1,0.077638916,0.701869663,0.627228314
1.981118042,1,0.586273809,0.080880811,0.69258201
1.560250992,1,0.963089506,0.132463421,0.189596922
9.521971559,1,0.674685393,0.437135317,0.732846616
2.031247182,1,0.799242729,0.208899722,0.082149532
4.812480471,1,0.746311366,0.135165318,0.002707018
5.61835976,1,0.449660934,0.907040018,0.4162101
0.250953382,1,0.865839922,0.73021798,0.419043725
1.60560453,1,0.2930603,0.313092062,0.626196994
3.937314569,1,0.858367794,0.749298641,0.701905458
7.510951291,1,0.752888392,0.093903339,0.200297844
1.537880787,1,0.235532423,0.710111034,0.359227594
8.917396912,1,0.615978328,0.8644381,0.317000673
1.428919439,1,0.560311729,0.692082779,0.460688294
1.787997332,1,0.158684709,0.856298239,0.430952042
9.909636063,1,0.02793186,0.510958453,0.383972202
9.203707031,1,0.786890583,0.848477773,0.123077748
6.586957651,1,0.745302412,0.459591316,0.922607377
9.539571127,1,0.019882091,0.669014902,0.241007334
7.562027398,1,0.651353051,0.24332563,0.977600375
7.274339741,1,0.339408687,0.307542965,0.520162967
3.409823531,1,0.677758423,0.608962742,0.838942213
5.803956071,1,0.05904578,0.17378448,0.42689003
5.372845341,1,0.201352658,0.181046331,0.093229245
5.614746431,1,0.771039136,0.553677371,0.540811882
8.156971311,1,0.680813126,0.833389715,0.916923595
9.439994088,1,0.394588447,0.575665163,0.892152481
8.918559639,1,0.346475739,0.512935875,0.297789263
2.646096598,1,0.784935126,0.260939243,0.353780984
8.925813091,1,0.605300192,0.085149003,0.308667183
6.750248492,1,0.934910613,0.904446446,0.967074029
4.186153547,1,0.832951032,0.609003808,0.84856828
7.894371942,1,0.075184634,0.564772959,0.224398212
1.282281207,1,0.940702804,0.264306529,0.067781709
2.901604635,1,0.290493498,0.550670755,0.909151598
2.158916116,1,0.321244998,0.722072746,0.888281716
1.517052764,1,0.834402957,0.945307848,0.653749889
3.805672004,1,0.072357306,0.134740292,0.141940314
7.784843933,1,0.082842204,0.704301165,0.161271178
9.818952063,1,0.793065022,0.040794663,0.605556179
4.782899534,1,0.31327435,0.586214563,0.15733049
2.131124887,1,0.263528862,0.716657638,0.649213143
4.780358322,1,0.336886298,0.558642742,0.536446434
6.612070084,1,0.441627218,0.679364685,0.791255304
9.395819124,1,0.418921501,0.973886614,0.427252868
0.346779373,1,0.162280277,0.16295606,0.989192111
2.896909631,1,0.01758123,0.233392085,0.238592595
9.651648631,1,0.67457953,0.544393831,0.328789085
9.63167389,1,0.399390443,0.795443187,0.02935344
1.216164804,1,0.76172763,0.536014337,0.963535073
7.716202831,1,0.196640157,0.962392519,0.070306561
3.767226307,1,0.493881067,0.702421572,0.33719017
2.91670842,1,0.160809975,0.600166668,0.8266435
0.440291227,1,0.448630541,0.232244495,0.485427345
7.594333347,1,0.1295488,0.869960746,0.54215254
6.716890773,1,0.540164495,0.746355741,0.466784359
1.982833715,1,0.195790697,0.640578608,0.712775443
6.229224985,1,0.574700602,0.203412821,0.697144346
3.696165213,1,0.389642728,0.212149312,0.668786541
0.370419374,1,0.86066345,0.854742497,0.284755197
2.773260963,1,0.277899523,0.737289283,0.032731234
2.730066567,1,0.931018952,0.127794941,0.079189874
8.127613653,1,0.137896851,0.176870504,0.233079049
7.100496805,1,0.767850694,0.635716644,0.161881982
2.967377039,1,0.721497588,0.020536904,0.832291303
2.371036227,1,0.848056956,0.327036136,0.303253478
4.458562242,1,0.549659435,0.880371449,0.475448485
6.289469348,1,0.960221563,0.371614378,0.126697603
2.404409662,1,0.847486738,0.150899944,0.467747847
2.374447903,1,0.658789981,0.710131322,0.114890965
5.226261217,1,0.300675084,0.061783975,0.49181622
4.671446431,1,0.797295993,0.563754891,0.680530446
6.172945595,1,0.389220873,0.649620391,0.649910928
1.853276609,1,0.880710555,0.073032221,0.681692201
0.645582163,1,0.520253922,0.61145241,0.138699754
1.456583518,1,0.684509767,0.291214242,0.567021236
4.556475264,1,0.475085325,0.906797884,0.105640154
0.681826771,1,0.810195753,0.651830644,0.589110826
7.262883318,1,0.509264038,0.495863343,0.255263819
4.119965915,1,0.025993565,0.551589928,0.175536143
6.872933577,1,0.226404654,0.644560674,0.617939652
3.417615432,1,0.12919138,0.823382671,0.612961344
9.003615464,1,0.73002653,0.545898559,0.354120356
9.634674334,1,0.081383895,0.115519272,0.234009555
4.674232673,1,0.869071978,0.431082531,0.347735377
7.702352768,1,0.940292873,0.315205114,0.191056099
8.932346382,1,0.972221958,0.954488415,0.333506619
4.555577989,1,0.512009737,0.421175275,0.970582788
5.240397682,1,0.57216503,0.866412239,0.214082007
8.566047891,1,0.345839856,0.120261907,0.341097958
0.043993363,1,0.190160187,0.137600941,0.894954242
7.207982425,1,0.570420165,0.830128259,0.85777937
2.968844041,1,0.113621115,0.389977413,0.938766749
6.247260081,1,0.774052598,0.228112273,0.487401712
9.055796858,1,0.352879349,0.398396457,0.727667098
1.247245376,1,0.746871089,0.881765908,0.675966447
0.284183275,1,0.636855037,0.608168131,0.404072746
8.322349252,1,0.780326578,0.347628751,0.285710256
6.246583674,1,0.251015209,0.992641893,0.34050792
5.528754441,1,0.30124483,0.590688387,0.194400171
9.955747838,1,0.86945675,0.884350366,0.797947643
4.860739815,1,0.046048487,0.023557641,0.02330956
5.376563426,1,0.336031262,0.11554594,0.244140426
6.167246948,1,0.188437559,0.301273395,0.164793272
2.862111637,1,0.889164877,0.572087335,0.087606393
6.808464326,1,0.02129568,0.526024649,0.158632312
9.045926359,1,0.773442594,0.538406185,0.460876531
3.798376834,1,0.336386441,0.304155713,0.589279755
8.248683004,1,0.198362199,0.213217954,0.930392318
8.683153429,1,0.377995412,0.836471693,0.063884894
7.268968055,1,0.934004347,0.754929977,0.544959136
7.393577354,1,0.134598367,0.093472281,0.007400856
3.491679605,1,0.83213631,0.251374521,0.061116753
7.498564279,1,0.417963339,0.046002193,0.831537716
8.002065669,1,0.237978327,0.073852982,0.070762162
3.659589617,1,0.41922863,0.792634077,0.175001457
4.59515703,1,0.303777641,0.685484714,0.311111491
1.685673277,1,0.870428829,0.780966591,0.346865838
4.912001603,1,0.32554629,0.755087054,0.887091396
7.259805437,1,0.102554052,0.71469484,0.771647944
7.598982248,1,0.483299601,0.30880061,0.990993156
8.952500298,1,0.256554976,0.309966999,0.108204045
6.983973904,1,0.970672801,0.65564074,0.493416496
8.730773572,1,0.98245105,0.595464603,0.742282187
7.1636574,1,0.764862246,0.422860646,0.437941914
5.334335475,1,0.455818883,0.134104843,0.388671137
3.431569913,1,0.7948751,0.30199769,0.640230947
0.013807757,1,0.735594964,0.385163425,0.455091126
9.108307778,1,0.40941901,0.218785609,0.168086473
8.870873146,1,0.552682428,0.58590559,0.022564715
8.296445408,1,0.305841906,0.160218632,0.144478166
5.144010416,1,0.243173971,0.816520671,0.386680781
9.122847557,1,0.040448525,0.126275983,0.707247673
7.711383843,1,0.195715816,0.687179434,0.480298077
4.829141043,1,0.872200246,0.838835542,0.724863198
2.784548663,1,0.112752854,0.256995755,0.748660116
6.316340301,1,0.027861698,0.073556602,0.722142868
5.340068432,1,0.18191679,0.172302283,0.888029803
2.399272505,1,0.211888039,0.357624376,0.994106599
2.630400334,1,0.492965976,0.336853043,0.320219954
2.471737113,1,0.324985365,0.299574168,0.078288716
6.619433417,1,0.622959753,0.417533457,0.019352787
2.476792499,1,0.117388605,0.922577909,0.666336618
1.134462587,1,0.429871702,0.168367102,0.016979047
5.463422071,1,0.112685179,0.731713838,0.787794649
2.63913284,1,0.454181316,0.602166743,0.995880615
8.917494911,1,0.620641406,0.313697093,0.511912087
0.115630229,1,0.625236276,0.005946073,0.514784913
1.518297472,1,0.807229927,0.338891777,0.481892201
5.174368194,1,0.489591194,0.735945909,0.486785333
0.414290232,1,0.063178634,0.933026727,0.297903182
